scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-06-22T12:57:10.897701,WG,72105360,"$3,086.73","ELK GROVE VILLAGE, IL",,"GLEN ALLEN, VA",,"1,204",815,NO NOTES,2019,1.53,17,
2026-06-22T12:59:44.960700,WG,72105245,"$2,468.44","CHARLOTTESVILLE, VA",,"LA VERGNE, TN",,822,541,TRUCK NEEDS TO BE AT TEMP UPON ARRIVAL THEY WILL NOT LOAD UNTIL TRUCK IS AT 22C,1363,1.81,25,
2026-06-22T13:28:26.760308,SE,72106264,"$1,259.75","MISHAWAKA, IN",,"PITTSBURGH, PA",,"1,147",373,NO NOTES,1520,0.83,1,
2026-06-22T13:39:18.717659,WG,72100884,"$1,426.14","RYE, NY",,"CRANBURY, NJ",,"1,164",76,NO NOTES,1240,1.15,5,
2026-06-22T13:48:49.143273,SE,72106268,"$1,060.57","FOLCROFT, PA",,"PITTSBURGH, PA",,"1,041",307,NO NOTES,1348,0.79,1,
2026-06-22T13:56:25.180802,SE,72106269,"$2,200.58","CLEARWATER, FL",,"DOWNERS GROVE, IL",,19,"1,208",NO NOTES,1227,1.79,24,
2026-06-22T14:02:45.640420,SE,72106266,"$2,237.12","LYNCHBURG, VA",,"MCALESTER, OK",,755,"1,091",NO NOTES,1846,1.21,8,
2026-06-22T14:21:19.160101,WG,72106327,"$1,336.05","SHEPHERDSVILLE, KY",,"OLIVE BRANCH, MS",,864,369,NO NOTES,1233,1.08,3,
2026-06-22T14:21:27.660542,WG,72094470,"$2,210.08","SAINT PAUL, MN",,"LIBERTYVILLE, IL",,"1,585",371,PALLET COUNT MAY BE FROM 1-8 PALLETS,1956,1.13,6,
2026-06-22T14:37:35.470046,WG,72106276,"$2,550.79","ROCKFORD, IL",,"LA VERGNE, TN",,"1,253",560,NO NOTES,1813,1.41,14,
2026-06-22T14:50:19.032586,WG,72106336,"$1,741.51","CAPITOL HEIGHTS, MD",,"SNOWSHOE, WV",,913,237,NO NOTES,1150,1.51,16,
2026-06-22T14:56:41.884482,WG,72104985,"$1,508.38","LA VERGNE, TN",,"COLUMBUS, OH",,694,393,NO NOTES,1087,1.39,12,
2026-06-22T14:57:53.375793,WG,72106223,"$1,043.61","LA VERGNE, TN",,"KENNESAW, GA",,694,209,INSIDE DELIVERY,903,1.16,5,
2026-06-22T14:58:04.340191,WG,72106245,$840.44,"OAKLAND, CA",,"AUBURN, CA",,"2,811",127,NO NOTES,2938,0.29,1,
2026-06-22T15:06:18.785564,SE,72106354,$876.69,"BOSTON, MA",,"BOSTON, MA",,"1,353",98,"SEAL IS REQ'D, CSAFE RKN SHIPMENT TO PICK UP FREIGHT. WILL NEED TO FOLLOW SHIPPER ORIGIN INSTRUCTIONS AT ALL LOCATIONS. INSTRUCTIONS WILL BE EMAILED TO YOU",1451,0.60,1,
2026-06-22T15:06:26.514546,SE,72106355,"$3,350.83","NEW IBERIA, LA",,"DANBURY, CT",,791,"1,499",NO NOTES,2290,1.46,16,
2026-06-22T15:25:03.644879,WG,72106358,"$2,015.97","ROCKFORD, IL",,"LA VERGNE, TN",,"1,253",560,NO NOTES,1813,1.11,5,
2026-06-22T15:27:17.496859,WG,72106356,$536.66,"SUMMIT, NJ",,"WARREN, NJ",,"1,129",14,"ORDER NOTE: BMS-S16_BMS-WAR_1615, PLEASE PRINT OUT THE BOL",1143,0.47,1,
2026-06-22T15:59:12.955522,WG,72106346,"$1,143.29","MALVERN, PA",,"RARITAN, NJ",,"1,041",65,NO NOTES,1106,1.03,2,
2026-06-22T16:08:07.084214,WG,72106345,,,,,,,,NO NOTES,,,1,
2026-06-22T16:20:42.284523,WG,72106373,"$2,691.10","LA VERGNE, TN",,"NEWARK, DE",,694,761,NO NOTES,1455,1.85,26,
2026-06-22T16:21:52.607290,WG,72106284,"$2,740.30","POMPANO BEACH, FL",,"ALLENTOWN, PA",,235,"1,196",NO NOTES,1431,1.91,28,
2026-06-22T16:22:42.953097,SE,72106265,"$3,062.45","SHEBOYGAN, WI",,"CLIFTON PARK, NY",,"1,332",971,NO NOTES,2303,1.33,12,
2026-06-22T16:22:52.323842,SE,72106348,"$1,396.15","VANDALIA, OH",,"VICHY, MO",,972,467,NO NOTES,1439,0.97,1,
2026-06-22T16:23:05.579270,SE,72106362,"$5,639.91","MINDEN, NV",,"ROCHESTER, NY",,"2,897","2,540",NO NOTES,5437,1.04,6,
2026-06-22T16:49:33.348316,WG,72106396,"$1,295.36","MEMPHIS, TN",,"LOCKBOURNE, OH",,766,588,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1354,0.96,1,
2026-06-22T17:09:11.739033,WG,72106401,"$3,419.56","BOOTHWYN, PA",,"ROCKFORD, IL",,"1,026",835,NO NOTES,1861,1.84,26,
2026-06-22T17:31:08.420383,WG,72106288,$839.92,"BROOKS, KY",,"GROVE CITY, OH",,868,211,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1079,0.78,1,
2026-06-22T17:53:04.943123,SE,72106402,"$2,938.48","LEWISVILLE, TX",,"MIAMI, FL",,"1,124","1,349",NO NOTES,2473,1.19,8,
2026-06-22T18:00:24.038317,SE,72106403,"$4,387.58","CALEXICO, CA",,"ATLANTA, GA",,"2,339","2,032",NO NOTES,4371,1.00,4,
2026-06-22T18:25:38.718670,WG,72106436,"$2,345.93","OLIVE BRANCH, MS",,"ITASCA, IL",,757,567,NO NOTES,1324,1.77,24,
2026-06-22T18:26:30.410143,WG,72106435,"$1,988.80","LOUISVILLE, KY",,"CARY, NC",,874,556,NOTE: PLEASE ADVISE DRIVERS THEY CANNOT ARRIVE IN THE PARKING LOT UNTIL 15 MINUTES PRIOR TO THEIR SCHEDULED PICKUP TIME.,1430,1.39,13,
2026-06-22T18:33:50.421488,WG,72106427,$967.16,"LOS ANGELES, CA",,"SAN DIEGO, CA",,"2,541",114,NO NOTES,2655,0.36,1,
2026-06-22T18:39:46.615298,WG,72106428,$896.85,"COPPELL, TX",,"LEWISVILLE, TX",,"1,120",10,NO NOTES,1130,0.79,1,
2026-06-22T18:40:04.883736,WG,72106429,"$2,571.30","HAZELWOOD, MO",,"BALTIMORE, MD",,"1,030",829,NO NOTES,1859,1.38,13,
2026-06-22T18:53:59.230880,WG,72106430,"$3,623.16","HAZELWOOD, MO",,"WILMINGTON, MA",,"1,030","1,191",NO NOTES,2221,1.63,21,
2026-06-22T19:14:59.522358,WG,72101418,"$2,207.72","CHICAGO, IL",,"KANSAS CITY, MO",,"1,203",523,NO NOTES,1726,1.28,10,
2026-06-22T19:15:19.970755,WG,72106400,"$1,786.82","ROCKFORD, IL",,"BROOKS, KY",,"1,253",395,NO NOTES,1648,1.08,4,
2026-06-22T19:45:57.763656,WG,72106479,"$2,209.47","BLOOMINGTON, IN",,"ALLENTOWN, PA",,976,674,NO NOTES,1650,1.34,11,
2026-06-22T20:34:19.106698,SE,72106485,$467.95,"INDIANAPOLIS, IN",,"COLUMBUS, IN",,"1,000",48,NO NOTES,1048,0.45,1,
2026-06-22T20:55:03.445525,SE,72106488,$481.13,"NASHVILLE, TN",,"LA VERGNE, TN",,705,12,NO NOTES,717,0.67,1,
2026-06-22T21:16:10.432291,SE,72106491,$441.94,"DALLAS, TX",,"IRVING, TX",,"1,123",7,NO NOTES,1130,0.39,1,
2026-06-22T22:11:56.040655,SE,72106492,"$1,066.59","ERLANGER, KY",,"BATESVILLE, MS",,901,528,PICKUP: 6/22 ASAP - REFERENCE PN 2758M16G01 FOR PICKUP,1429,0.75,1,
2026-06-22T22:47:22.036213,SE,72106469,"$1,540.53","ASHBURN, VA",,"NEW ALBANY, OH",,912,383,NO NOTES,1295,1.19,7,
2026-06-22T22:58:41.270625,WG,72106487,"$2,695.23","BROOKS, KY",,"MIAMI, FL",,868,"1,076",IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1944,1.39,13,
2026-06-22T22:58:46.048610,WG,72106359,"$1,656.30","MALVERN, PA",,"DURHAM, NC",,"1,041",406,NO NOTES,1447,1.14,5,
2026-06-23T00:50:57.141156,WG,72105704,"$4,987.44","ARLINGTON, VA",,"RICHARDSON, TX",,898,"1,326",NO NOTES,2224,2.24,39,
2026-06-23T07:08:45.981229,WG,72106505,"$1,488.96","MEMPHIS, TN",,"GROVEPORT, OH",,766,588,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1354,1.10,4,
2026-06-23T07:11:22.830581,SE,72104303,"$3,691.26","LAFAYETTE, IN",,"DALLAS, TX",,"1,059",942,NO NOTES,2001,1.84,27,
2026-06-23T07:15:54.377468,WG,72106440,$838.40,"CRANBURY, NJ",,"RARITAN, NJ",,"1,091",29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,1120,0.75,1,
2026-06-23T07:17:44.223748,WG,72106441,$838.40,"CRANBURY, NJ",,"RARITAN, NJ",,"1,091",29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,1120,0.75,1,
2026-06-23T07:23:16.169177,WG,72106442,$838.40,"CRANBURY, NJ",,"RARITAN, NJ",,"1,091",29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,1120,0.75,1,
2026-06-23T07:24:36.752241,WG,72106443,$838.40,"CRANBURY, NJ",,"RARITAN, NJ",,"1,091",29,00046768: ALL TEMP CONTROL LOADS MUST BE TVAL,1120,0.75,1,
2026-06-23T07:53:35.377974,SE,72106535,"$1,247.37","MCCLELLAN AFB, CA",,"LOS ANGELES, CA",,"2,833",401,NO NOTES,3234,0.39,1,
2026-06-23T08:00:13.760076,WG,72106446,"$2,255.36","RENSSELAER, NY",,"SHEPHERDSVILLE, KY",,"1,274",840,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,2114,1.07,4,
2026-06-23T08:00:52.955588,SE,72106514,"$1,230.29","BATAVIA, OH",,"MECHANICSBURG, PA",,929,456,NO NOTES,1385,0.89,1,
2026-06-23T08:39:44.124276,WG,72106547,"$1,672.99","BEDFORD, NH",,"PHILADELPHIA, PA",,"1,381",329,NO NOTES,1710,0.98,1,
2026-06-23T08:39:51.493935,WG,72106551,"$5,263.33","BEDFORD, NH",,"MIDDLETON, WI",,"1,381","1,183",NO NOTES,2564,2.05,34,
2026-06-23T08:42:14.896957,SE,72106447,$970.25,"RITTMAN, OH",,"MANISTEE, MI",,"1,050",430,NO NOTES,1480,0.66,1,
2026-06-23T08:47:07.477404,WG,72106571,"$4,905.54","HOUSTON, TX",,"MINNEAPOLIS, MN",,978,"1,199",NO NOTES,2177,2.25,39,
2026-06-23T08:48:17.417909,WG,72106549,"$1,415.15","MEMPHIS, TN",,"GROVEPORT, OH",,766,588,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1354,1.05,2,
2026-06-23T08:49:24.722848,SE,72106515,"$2,886.93","ISLANDIA, NY",,"VERGENNES, VT",,"1,193",311,NO NOTES,1504,1.92,28,
2026-06-23T08:56:36.173059,SE,72106550,$646.85,"NORCROSS, GA",,"ROCKINGHAM, NC",,472,301,NO NOTES,773,0.84,1,
2026-06-23T09:28:41.095075,WG,72106522,"$1,761.15","BREINIGSVILLE, PA",,"MOUNT VERNON, IN",,"1,074",781,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,1855,0.95,1,
2026-06-23T09:28:58.431654,WG,72106520,"$1,953.00","MANCHESTER, PA",,"MOUNT VERNON, IN",,"1,003",720,PLEASE BE IN RANGE WHEN YOU ARRIVE AT SHIPPER**SET POINT 20C,1723,1.13,5,
2026-06-23T09:29:21.335733,WG,72106531,"$2,596.96","CRANBURY, NJ",,"HIGH POINT, NC",,"1,091",491,NO NOTES,1582,1.64,20,
2026-06-23T09:32:29.275135,SE,72106575,"$1,808.87","SOUTH PLAINFIELD, NJ",,"INDIANAPOLIS, IN",,"1,113",691,NO NOTES,1804,1.00,2,
2026-06-23T09:44:37.586248,WG,72106175,"$2,722.87","PHILADELPHIA, PA",,"LOCKBOURNE, OH",,"1,059",485,NO NOTES,1544,1.76,24,
2026-06-23T09:44:54.584567,WG,72106523,"$1,703.55","LOCKBOURNE, OH",,"NEWARK, DE",,991,467,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1458,1.17,6,
2026-06-23T09:45:10.542452,WG,72106524,$867.59,"TRENTON, NJ",,"ALLENTOWN, PA",,"1,080",74,NO NOTES,1154,0.75,1,
2026-06-23T09:45:29.775224,WG,72106557,"$1,879.45","COLUMBUS, OH",,"DANBURY, CT",,"1,019",603,NO NOTES,1622,1.16,6,
2026-06-23T09:46:20.704162,SE,72042236,"$2,535.73","PAPILLION, NE",,"COLUMBUS, OH",,"1,446",791,NO NOTES,2237,1.13,6,
2026-06-23T09:59:17.863091,WG,72106584,"$2,090.91","LOCKBOURNE, OH",,"ROCKFORD, IL",,991,419,NO NOTES,1410,1.48,15,
2026-06-23T10:12:52.056286,SE,72106594,"$1,262.71","KANKAKEE, IL",,"MEMPHIS, TN",,"1,156",491,9 PLTS 9064 LBS 48X48X60,1647,0.77,1,
2026-06-23T10:25:10.301568,WG,72106560,"$6,620.65","FLORENCE, SC",,"SAN DIEGO, CA",,500,"2,444",NO NOTES,2944,2.25,41,
2026-06-23T10:25:21.780290,WG,72106559,$892.15,"CYPRESS, CA",,"LOS ANGELES, CA",,"2,519",29,NO NOTES,2548,0.35,1,
2026-06-23T10:40:44.133639,SE,72106602,"$2,665.72","LOUISVILLE, KY",,"OXFORD, ME",,888,"1,088",NO NOTES,1976,1.35,12,
2026-06-23T10:46:53.296913,WG,72106530,$720.68,"LOCKBOURNE, OH",,"LOUISVILLE, KY",,991,216,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1207,0.60,1,
2026-06-23T10:48:06.606700,SE,72106561,$865.18,"WEST GREENWICH, RI",,"ELIZABETH, NJ",,"1,292",175,NO NOTES,1467,0.59,1,
2026-06-23T10:54:03.718612,WG,72106611,"$1,091.33","SHEPHERDSVILLE, KY",,"SIMPSONVILLE, SC",,864,398,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1262,0.86,1,
2026-06-23T11:07:01.568489,WG,72106616,"$2,091.34","VANDALIA, OH",,"ROCKFORD, IL",,972,373,NO NOTES,1345,1.55,17,
2026-06-23T11:08:08.352921,WG,72106613,"$2,450.69","MOUNT VERNON, IN",,"FORT LAUDERDALE, FL",,879,"1,071",BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,1950,1.26,9,
2026-06-23T11:08:40.719317,WG,72106564,"$1,503.58","MEMPHIS, TN",,"WHITESTOWN, IN",,766,495,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1261,1.19,7,
2026-06-23T11:15:07.009912,WG,72106614,"$1,963.22","MEMPHIS, TN",,"ORLANDO, FL",,766,757,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1523,1.29,10,
2026-06-23T11:15:37.580328,SE,72106608,$819.35,"MILLBURN, NJ",,"ALLENTOWN, PA",,"1,132",76,NO NOTES,1208,0.68,1,
2026-06-23T11:21:50.869648,WG,72106618,$896.93,"MOUNT VERNON, IN",,"BROOKS, KY",,879,153,**PLEASE BE SURE YOU ARE IN RANGE WHEN YOU ARRIVE* SET POINT 5C**,1032,0.87,1,
2026-06-23T11:35:12.602675,WG,72106567,"$6,540.52","FLORENCE, SC",,"SAN DIEGO, CA",,500,"2,444",NO NOTES,2944,2.22,40,
2026-06-23T11:43:35.191364,WG,72106631,"$1,386.61","MEMPHIS, TN",,"ORLAND PARK, IL",,766,533,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1299,1.07,3,
2026-06-23T11:57:09.043140,WG,72106568,"$1,557.90","GREENVILLE, NC",,"LOCKBOURNE, OH",,690,547,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,1237,1.26,9,
2026-06-23T11:57:58.048725,SE,72106569,"$2,516.72","ALBUQUERQUE, NM",,"NASHVILLE, TN",,"1,750","1,224",NO NOTES,2974,0.85,2,
2026-06-23T12:11:47.160584,SE,72106672,$444.12,"DALLAS, TX",,"FORT WORTH, TX",,"1,352",27,NO NOTES,1379,0.32,1,
2026-06-23T12:25:44.700802,WG,72106653,"$1,449.68","LA VERGNE, TN",,"GROVEPORT, OH",,"2,051",395,NO NOTES,2446,0.59,1,
2026-06-23T12:30:58.099347,WG,72106654,"$2,547.21","GROVE CITY, OH",,"MEMPHIS, TN",,"1,008",564,"PR2297: IF PALLET JACK REQUESTED NEED TO MAKE SURE IT'S ACCESSIBLE TO OFFLOAD TRK. DRIVERS MAY NEED TO OFFLOAD TRK TO DOCK AT DELIVERIES, ESPECIALLY NC AND FL.",1572,1.62,20,
2026-06-23T12:39:36.733559,SE,72105765,"$1,957.78","EDMOND, OK",,"FAIRBURN, GA",,"1,250",854,NO NOTES,2104,0.93,2,
2026-06-23T12:44:41.209021,WG,72106638,"$2,158.47","RENSSELAER, NY",,"FISHERS, IN",,"1,273",790,NO NOTES,2063,1.05,3,
2026-06-23T12:51:46.757435,WG,72106673,"$1,514.64","CHICAGO, IL",,"WILMINGTON, OH",,"1,202",352,NO NOTES,1554,0.97,1,
2026-06-23T12:59:07.260241,WG,72105396,"$1,167.40","MORRISVILLE, NC",,"ALLENTOWN, PA",,"2,542",447,NO NOTES,2989,0.39,1,
2026-06-23T13:06:40.041098,WG,72106648,"$2,420.29","RENSSELAER, NY",,"FISHERS, IN",,"2,868",790,NO NOTES,3658,0.66,2,
2026-06-23T13:19:56.936416,WG,72106670,$725.31,"TRENTON, NJ",,"PHILADELPHIA, PA",,"1,079",28,NO NOTES,1107,0.66,1,
2026-06-23T13:21:22.466002,WG,72106677,$909.89,"BOSTON, MA",,"BOSTON, MA",,"3,034",54,CSAFE RKN SHIPMENT TO PICK UP FREIGHT. WILL NEED TO FOLLOW SHIPPER ORIGIN INSTRUCTIONS AT ALL LOCATIONS. INSTRUCTIONS WILL BE EMAILED TO YOU TEMP TRUCK SET POINT 5C AND RANGE 2-8C,3088,0.29,1,
2026-06-23T13:21:26.826850,WG,72106698,$940.70,"GLEN ALLEN, VA",,"ASHBURN, VA",,"2,636",114,NO NOTES,2750,0.34,1,
2026-06-23T13:41:18.162942,WG,72106630,"$1,629.94","OSWEGO, NY",,"JOHNSTOWN, PA",,"2,724",338,L1238923: NO PETS,3062,0.53,1,
2026-06-23T14:09:10.273087,WG,72106678,$651.77,"COLUMBUS, OH",,"GROVEPORT, OH",,"2,264",16,"BICOCT: TRAILERS MUST BE CLEAN, EMPTY, DRY, FREE OF STRUCTURAL DAMAGE AND NO ODORS FROM PRIOR FREIGHT. MUST HAVE TWO LOAD LOCKS IN EACH TRAILER AND FUEL TANKS 3/4 FULL PRIOR TO PICKUP ARRIVAL. ANY SHIPMENTS WITH VA-Q-TEC CONTAINERS, PLEASE MAKE SURE CONTAINERS ARE OFFLOADED AND COMPLETELY EMPTIED AT DELIVERY BEFORE BEING RELOADED ONTO TRUCK FOR RETURN TO VA-Q-TEC.",2280,0.29,1,
2026-06-23T14:09:25.896591,WG,72106640,$651.77,"COLUMBUS, OH",,"GROVEPORT, OH",,"2,264",16,"BICOCT: TRAILERS MUST BE CLEAN, EMPTY, DRY, FREE OF STRUCTURAL DAMAGE AND NO ODORS FROM PRIOR FREIGHT. MUST HAVE TWO LOAD LOCKS IN EACH TRAILER AND FUEL TANKS 3/4 FULL PRIOR TO PICKUP ARRIVAL. ANY SHIPMENTS WITH VA-Q-TEC CONTAINERS, PLEASE MAKE SURE CONTAINERS ARE OFFLOADED AND COMPLETELY EMPTIED AT DELIVERY BEFORE BEING RELOADED ONTO TRUCK FOR RETURN TO VA-Q-TEC.",2280,0.29,1,
2026-06-23T14:10:12.520542,WG,72105709,"$3,193.34","NASHVILLE, TN",,"PHILADELPHIA, PA",,"2,038",812,NO NOTES,2850,1.12,6,
2026-06-23T14:11:24.176770,SE,72106682,$488.99,"HOUSTON, TX",,"COLLEGE STATION, TX",,"1,467",95,NO NOTES,1562,0.31,1,
2026-06-23T14:46:36.809926,SE,72106688,$761.50,"AMESBURY, MA",,"BOSTON, MA",,"1,380",38,NO NOTES,1418,0.54,1,
2026-06-23T14:51:02.177531,WG,72106338,"$2,418.56","GREENVILLE, NC",,"BROOKS, KY",,"2,633",647,NO NOTES,3280,0.74,2,
2026-06-23T14:51:33.580243,WG,72106758,$949.48,"NEW BRUNSWICK, NJ",,"ALLENTOWN, PA",,"1,104",72,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,1176,0.81,1,
2026-06-23T14:53:09.847837,WG,72106689,$949.42,"ASHBURN, VA",,"GLEN ALLEN, VA",,"2,679",113,NO NOTES,2792,0.34,1,
2026-06-23T14:57:52.906442,WG,72106778,$985.30,"MCDONOUGH, GA",,"COURTLAND, AL",,"2,181",284,"?CORRECT ADDRESS FROM CUSTOMER - 1325 MACON ST, MCDONOUGH, GA",2465,0.40,1,
2026-06-23T14:58:57.470706,WG,72106760,$897.03,"NEW BRUNSWICK, NJ",,"BRANFORD, CT",,"2,786",121,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2907,0.31,1,
2026-06-23T15:07:17.044610,SE,72103999,"$2,485.84","WORCESTER, MA",,"TOLEDO, OH",,"2,992",722,NO NOTES,3714,0.67,2,
2026-06-23T15:13:49.589601,SE,72106700,"$1,589.01","SHELBY TOWNSHIP, MI",,"HUNTSVILLE, AL",,"1,200",683,NO NOTES,1883,0.84,1,
2026-06-23T15:25:58.880743,WG,72106796,"$2,011.37","ROCKFORD, IL",,"BURLINGTON, ON",,"2,010",578,NO NOTES,2588,0.78,2,
2026-06-23T15:26:58.907004,WG,72106783,"$1,928.09","MORRISVILLE, NC",,"BLOOMINGTON, IN",,"2,542",674,NO NOTES,3216,0.60,2,
2026-06-23T15:27:08.734991,WG,72106811,"$1,110.99","LA VERGNE, TN",,"MEMPHIS, TN",,"2,051",229,NO NOTES,2280,0.49,1,
2026-06-23T15:28:09.848658,WG,72106768,$710.47,"MADISON, AL",,"BATESVILLE, MS",,"2,025",205,NO NOTES,2230,0.32,1,
2026-06-23T21:37:08.677483,WG,72106943,"$2,279.00","SPARKS, NV",,"REDMOND, WA",,630,766,NO NOTES,1396,1.63,20,
2026-06-23T21:37:15.391848,WG,72106932,$791.92,"GREENCASTLE, PA",,"FREDERICK, MD",,"2,612",39,NO NOTES,2651,0.30,1,
2026-06-23T21:37:49.146401,WG,72106647,$659.05,"COLUMBUS, OH",,"PATASKALA, OH",,"2,264",32,"BICOCT: TRAILERS MUST BE CLEAN, EMPTY, DRY, FREE OF STRUCTURAL DAMAGE AND NO ODORS FROM PRIOR FREIGHT. MUST HAVE TWO LOAD LOCKS IN EACH TRAILER AND FUEL TANKS 3/4 FULL PRIOR TO PICKUP ARRIVAL. ANY SHIPMENTS WITH VA-Q-TEC CONTAINERS, PLEASE MAKE SURE CONTAINERS ARE OFFLOADED AND COMPLETELY EMPTIED AT DELIVERY BEFORE BEING RELOADED ONTO TRUCK FOR RETURN TO VA-Q-TEC.",2296,0.29,1,
2026-06-23T21:38:26.975461,WG,72106849,"$1,971.63","FOREST PARK, GA",,"MOUNT PROSPECT, IL",,"2,157",764,NO NOTES,2921,0.67,2,
2026-06-23T21:39:16.833969,WG,72106985,$913.98,"WEST SACRAMENTO, CA",,"SOUTH SAN FRANCISCO, CA",,492,91,NO NOTES,583,1.57,17,
2026-06-23T21:39:25.436055,SE,72106464,"$2,165.90","CALEDONIA, MI",,"HOPEWELL JUNCTION, NY",,"2,234",761,NO NOTES,2995,0.72,2,
2026-06-23T21:39:30.497699,SE,72097289,"$1,230.57","DES MOINES, IA",,"SAINT PAUL, MN",,"1,733",245,NO NOTES,1978,0.62,1,
2026-06-23T22:00:29.778226,SE,72082050,"$2,383.99","WEST SACRAMENTO, CA",,"SOUTH JORDAN, UT",,492,659,L1131164: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING.,1151,2.07,32,
2026-06-23T22:56:11.731471,SE,72106903,"$1,411.65","LYNN, MA",,"ELIZABETH CITY, NC",,"3,039",623,NO NOTES,3662,0.39,1,
2026-06-23T23:36:32.670963,WG,72105730,"$1,157.38","MERIDEN, CT",,"SCHENECTADY, NY",,"2,916",143,NO NOTES,3059,0.38,1,
2026-06-23T23:38:40.431238,SE,72074194,"$2,660.59","RENO, NV",,"TACOMA, WA",,623,717,"F1126192: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING BASEBALL EQUIPMENT, PCS/WT VARY",1340,1.99,30,
2026-06-24T00:13:33.574635,SE,72107000,"$1,227.71","PEEBLES, OH",,"BATESVILLE, MS",,"2,271",601,NO NOTES,2872,0.43,1,
2026-06-24T00:14:04.162623,SE,72059806,"$4,618.43","RENO, NV",,"OKLAHOMA CITY, OK",,623,"1,565","OKL2SO:BASEBALL EQUIPMENT/DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING/PCS,WT MAY VARY",2188,2.11,35,
2026-06-24T00:14:11.537447,SE,72072794,"$2,614.21","SUGAR LAND, TX",,"EL PASO, TX",,"1,468",736,F1024874: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING.,2204,1.19,7,
2026-06-24T02:31:41.412763,WG,72106946,"$7,103.23","LOCKBOURNE, OH",,"MONTCLAIR, CA",,"2,283","2,228",IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,4511,1.57,22,
2026-06-24T02:32:06.763403,WG,72106827,$993.96,"LOCKBOURNE, OH",,"BROOKS, KY",,"2,283",221,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2504,0.40,1,
2026-06-24T02:33:06.081639,WG,72106828,$698.90,"MIRA LOMA, CA",,"OCEANSIDE, CA",,95,76,"L1145981: IF PICKING UP AT UPS MIRA LOMA, CA PU IS AT DOOR 2132.",171,4.09,70,
2026-06-24T02:33:39.274135,WG,72104690,$826.96,"CINCINNATI, OH",,"BLOOMINGTON, IN",,"2,209",167,NO NOTES,2376,0.35,1,
2026-06-24T11:09:24.340473,WG,72107015,"$1,217.89","GREENVILLE, NC",,"ALLENTOWN, PA",,"2,633",451,NO NOTES,3084,0.39,1,
2026-06-24T11:09:37.929576,WG,72107005,$814.20,"LA VERGNE, TN",,"BROOKS, KY",,"2,051",176,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2227,0.37,1,
